source_type,title,category,subcategory,reference,price,price_min,price_max,currency,unit,dimensions,tile_m2,city,supplier,in_stock,description,listing_url,scraped_at,price_norm,price_min_norm,price_max_norm
blog_article,Un climatiseur augmente votre consommation d’électricité liée à une pièce,renovation,,,20.0,15.0,25.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 15.0 – 25.0 DT/unité,http://www.sm-devis.tn/entreprise-de-travaux-de-climatisation-et-ventilation-tunis/,2026-04-05 09:34:16.895543,2.631429517160383e-05,2.640911989910207e-06,8.2069305114366e-05
blog_article,7 000 BTU =,renovation,,,11.0,7.0,15.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 7.0 – 15.0 DT/unité,http://www.sm-devis.tn/entreprise-de-travaux-de-climatisation-et-ventilation-tunis/,2026-04-05 09:34:16.895543,1.3849629037686225e-05,1.1318194242472316e-06,4.7586403805808854e-05
blog_article,9 000 BTU =,renovation,,,20.0,15.0,25.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 15.0 – 25.0 DT/unité,http://www.sm-devis.tn/entreprise-de-travaux-de-climatisation-et-ventilation-tunis/,2026-04-05 09:34:16.895543,2.631429517160383e-05,2.640911989910207e-06,8.2069305114366e-05
blog_article,12 000 BTU =,renovation,,,30.0,25.0,35.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 25.0 – 35.0 DT/unité,http://www.sm-devis.tn/entreprise-de-travaux-de-climatisation-et-ventilation-tunis/,2026-04-05 09:34:16.895543,4.016392420929005e-05,4.5272776969889265e-06,0.00011655220642292313
blog_article,18 000 BTU =,renovation,,,42.5,35.0,50.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 35.0 – 50.0 DT/unité,http://www.sm-devis.tn/entreprise-de-travaux-de-climatisation-et-ventilation-tunis/,2026-04-05 09:34:16.895543,5.7475960506397835e-05,6.413643404067646e-06,0.00016827655838575883
blog_article,Tous types de surfaces,renovation,,,43.0,40.0,46.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 40.0 – 46.0 DT/unité,https://www.sm-devis.tn/cout-travaux-installation-peinture-tunisie/,2026-04-05 09:36:21.079222,5.816844195828215e-05,7.356826257607005e-06,0.00015448339786233598
blog_article,Fournitures,renovation,,,20.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Fournitures : 20 dt,https://www.sm-devis.tn/prix-pose-travaux-electricite-tunisie/,2026-04-05 09:42:21.024383,2.631429517160383e-05,,
blog_article,Circuit électrique,renovation,,,185.0,120.0,250.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-installation-renovation-magasin-tunisie/,2026-04-05 09:41:44.518905,0.0002548331742934265,2.244775191423676e-05,0.0008579345845569017
blog_article,"Fournitures (fils électriques, boitier)",renovation,,,20.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,"Fournitures (fils électriques, boitier) : 20 dt",https://www.sm-devis.tn/prix-pose-travaux-electricite-tunisie/,2026-04-05 09:42:21.024383,2.631429517160383e-05,,
blog_article,Poêle à fioul,renovation,,,200.0,,850.0,TND,unité,,,Tunis,SM Devis (source blog),True,1500 dt,https://www.sm-devis.tn/guide-des-prix-poele-tunisie/,2026-04-05 09:40:54.465054,0.0002756076178499559,,0.0029269086630703297
blog_article,Poêle à double combustion,renovation,,,300.0,,2150.0,TND,unité,,,Tunis,SM Devis (source blog),True,4000 dt,https://www.sm-devis.tn/guide-des-prix-poele-tunisie/,2026-04-05 09:40:54.465054,0.00041410390822681816,,0.007409685833182759
blog_article,Poêle à bois double combustion,renovation,,,300.0,,3150.0,TND,unité,,,Tunis,SM Devis (source blog),True,6000 dt,https://www.sm-devis.tn/guide-des-prix-poele-tunisie/,2026-04-05 09:40:54.465054,0.00041410390822681816,,0.010857975964038473
blog_article,Poêle à bois classique,renovation,,,350.0,,1175.0,TND,unité,,,Tunis,SM Devis (source blog),True,2000 dt,https://www.sm-devis.tn/guide-des-prix-poele-tunisie/,2026-04-05 09:40:54.465054,0.00048335205341524926,,0.004047602955598437
blog_article,Poêle à pétrole électronique,renovation,,,400.0,,650.0,TND,unité,,,Tunis,SM Devis (source blog),True,900 dt,https://www.sm-devis.tn/guide-des-prix-poele-tunisie/,2026-04-05 09:40:54.466064,0.0005526001986036804,,0.002237250636899187
blog_article,Poêle à bois en fonte,renovation,,,700.0,,3350.0,TND,unité,,,Tunis,SM Devis (source blog),True,6000 dt,https://www.sm-devis.tn/guide-des-prix-poele-tunisie/,2026-04-05 09:40:54.466064,0.0009680890697342672,,0.011547633990209616
blog_article,Poêle à granulés / pellets,renovation,,,3000.0,,7000.0,TND,unité,,,Tunis,SM Devis (source blog),True,11000 dt,https://www.sm-devis.tn/guide-des-prix-poele-tunisie/,2026-04-05 09:40:54.466064,0.004153503748402099,,0.02413389296783297
blog_article,Poêle de masse,renovation,,,5000.0,,10500.0,TND,unité,,,Tunis,SM Devis (source blog),True,16000 dt,https://www.sm-devis.tn/guide-des-prix-poele-tunisie/,2026-04-05 09:40:54.466064,0.006923429555939344,,0.03620290842582797
blog_article,Chauffagiste,renovation,,,40.0,,60.0,TND,unité,,,Tunis,SM Devis (source blog),True,80 dt,https://www.sm-devis.tn/guide-des-prix-poele-tunisie/,2026-04-05 09:40:54.466064,5.401355324697628e-05,,0.00020275945969431598
blog_article,Plafond,renovation,,,129.0,68.0,190.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.619479,0.0001772752516823837,1.263865023742742e-05,0.0006510371767055589
blog_article,Toiture,renovation,,,174.5,49.0,300.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.619479,0.000240291063803856,9.054555393977853e-06,0.0010303490910996873
blog_article,Sols,renovation,,,124.0,48.0,200.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.619479,0.00017035043716354058,8.86591882326998e-06,0.000685520078014116
blog_article,Isolation toiture,renovation,,,88.5,27.0,150.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.619479,0.00012118425407975448,4.90455083840467e-06,0.0005131055714713302
blog_article,Magasin,renovation,,,139.5,29.0,250.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.620480,0.00019181736217195423,5.281823979820414e-06,0.0008579345845569017
blog_article,Façade,renovation,,,187.5,25.0,350.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.620480,0.0002582955815528481,4.5272776969889265e-06,0.0012027635976424732
blog_article,Murs,renovation,,,44.0,38.0,50.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.620480,5.955340486205077e-05,6.9795531161912615e-06,0.00016827655838575883
blog_article,Électrique,renovation,,,130.0,80.0,180.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.620480,0.00017866021458615231,1.4902289085921883e-05,0.0006165542753970017
blog_article,Poêle à gaz catalyse,renovation,,,120.0,,155.0,TND,unité,,,Tunis,SM Devis (source blog),True,190 dt,https://www.sm-devis.tn/guide-des-prix-poele-tunisie/,2026-04-05 09:40:54.465054,0.0001648105855484661,,0.0005303470221256089
blog_article,Poêle électrique,renovation,,,100.0,,250.0,TND,unité,,,Tunis,SM Devis (source blog),True,400 dt,https://www.sm-devis.tn/guide-des-prix-poele-tunisie/,2026-04-05 09:40:54.465054,0.00013711132747309363,,0.0008579345845569017
blog_article,Poêle à pétrole double combustion,renovation,,,100.0,,140.0,TND,unité,,,Tunis,SM Devis (source blog),True,180 dt,https://www.sm-devis.tn/guide-des-prix-poele-tunisie/,2026-04-05 09:40:54.465054,0.00013711132747309363,,0.00047862267016277315
blog_article,Poêle à gaz infrarouge,renovation,,,70.0,,160.0,TND,unité,,,Tunis,SM Devis (source blog),True,250 dt,https://www.sm-devis.tn/guide-des-prix-poele-tunisie/,2026-04-05 09:40:54.464546,9.556244036003495e-05,,0.0005475884727798874
blog_article,Luminaire,renovation,,,40.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,Luminaire : à partir de 40 dt,https://www.sm-devis.tn/prix-pose-travaux-electricite-tunisie/,2026-04-05 09:42:21.024383,5.401355324697628e-05,,
blog_article,tallation de cheminée va être déterminé selon le système choisi. Le budget à prévoir pour acquérir une cheminée oscille,renovation,,,3000.0,1000.0,5000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1000.0 – 5000.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-cheminee-tunisie/,2026-04-05 09:40:48.787147,0.004153503748402099,0.00018844793413716406,0.017237312706121544
blog_article,cquérir une cheminée oscille entre 1 000 et 5 000 dt s’il s’agit de construire une cheminée à foyer ouvert. Il se situe,renovation,,,5000.0,2000.0,8000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2000.0 – 8000.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-cheminee-tunisie/,2026-04-05 09:40:48.787147,0.006923429555939344,0.000377084504845036,0.027582183098688685
blog_article,Le prix d’une cheminée à foyer ouvert est en moyenne compris,renovation,,,750.0,500.0,1000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 500.0 – 1000.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-cheminee-tunisie/,2026-04-05 09:40:48.787147,0.0010373372149226983,9.41296487832281e-05,0.003444152182698687
blog_article,Le prix moyen d’une cheminée à foyer fermé est affiché,renovation,,,3000.0,1000.0,5000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1000.0 – 5000.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-cheminee-tunisie/,2026-04-05 09:40:48.787147,0.004153503748402099,0.00018844793413716406,0.017237312706121544
blog_article,"ermé est affiché entre 1 000dt et 5 000dt HT, hors pose. Concernant le prix d’un insert de cheminée, comptez en moyenne",renovation,,,1750.0,500.0,3000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 500.0 – 3000.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-cheminee-tunisie/,2026-04-05 09:40:48.787147,0.0024223001186913207,9.41296487832281e-05,0.010340732444410116
blog_article,Le prix d’une cheminée à gaz est compris,renovation,,,2000.0,1000.0,3000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1000.0 – 3000.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-cheminee-tunisie/,2026-04-05 09:40:48.787147,0.0027685408446334763,0.00018844793413716406,0.010340732444410116
blog_article,Le prix d’une cheminée au bioéthanol est en moyenne compris,renovation,,,1250.0,500.0,2000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 500.0 – 2000.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-cheminee-tunisie/,2026-04-05 09:40:48.787147,0.0017298186668070095,9.41296487832281e-05,0.006892442313554401
blog_article,Cuisine,renovation,,,550.0,100.0,1000.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.620480,0.0007603446341689738,1.8675020500079322e-05,0.003444152182698687
blog_article,"n moyenne compris entre 500dt et 2 000dt HT, hors pose tandis que le prix d’une cheminée électrique se situe en moyenne",renovation,,,1250.0,500.0,2000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 500.0 – 2000.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-cheminee-tunisie/,2026-04-05 09:40:48.787147,0.0017298186668070095,9.41296487832281e-05,0.006892442313554401
blog_article,Climatiseur monosplit,renovation,,,2175.0,350.0,4000.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-climatisation-tunisie/,2026-04-05 09:40:50.134687,0.0030109093527929853,6.583416317704731e-05,0.01378902257526583
blog_article,Climatiseur multisplit,renovation,,,3000.0,1500.0,4500.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-climatisation-tunisie/,2026-04-05 09:40:50.135707,0.004153503748402099,0.00028276621949110004,0.015513167640693687
blog_article,Pompe à chaleur Air Air,renovation,,,2750.0,2500.0,3000.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-climatisation-tunisie/,2026-04-05 09:40:50.135707,0.0038072630224599436,0.00047140279019897195,0.010340732444410116
blog_article,Pose climatiseur,renovation,,,1000.0,500.0,1500.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-climatisation-tunisie/,2026-04-05 09:40:50.135707,0.001383577940864854,9.41296487832281e-05,0.005168297248126544
blog_article,Les prix  des climatiseur en Tunisie varie en moyenne,renovation,,,1050.0,300.0,1800.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 300.0 – 1800.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-climatisation-tunisie/,2026-04-05 09:40:50.141795,0.001452826086053285,5.640233464165371e-05,0.006202784287383258
blog_article,tre donnés comme référence. La fourchette de dépenses moyennes lors de la mise en place d’une climatisation est estimée,renovation,,,6830.0,2480.0,11180.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 2480.0 – 11180.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-climatisation-tunisie/,2026-04-05 09:40:50.142793,0.009457911669835924,0.00046763005878481455,0.03854774571480985
blog_article,Poêle à pétrole simple combustion,renovation,,,60.0,,80.0,TND,unité,,,Tunis,SM Devis (source blog),True,100 dt,https://www.sm-devis.tn/guide-des-prix-poele-tunisie/,2026-04-05 09:40:54.464546,8.171281132234873e-05,,0.00027172526231143023
blog_article,Poêle à gaz infrableu,renovation,,,60.0,,125.0,TND,unité,,,Tunis,SM Devis (source blog),True,190 dt,https://www.sm-devis.tn/guide-des-prix-poele-tunisie/,2026-04-05 09:40:54.464546,8.171281132234873e-05,,0.00042689831819993736
blog_article,Climatiseur monobloc,renovation,,,2100.0,200.0,4000.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-climatisation-tunisie/,2026-04-05 09:40:50.134687,0.0029070371350103387,3.753867757086651e-05,0.01378902257526583
blog_article,Maison/Appartement,renovation,,,1050.0,200.0,1900.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.621479,0.001452826086053285,3.753867757086651e-05,0.006547613300468829
blog_article,Bureaux,renovation,,,600.0,300.0,900.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.621479,0.0008295927793574049,5.640233464165371e-05,0.0030993231696131154
blog_article,Plomberie (tarif à la prestation),renovation,,,2400.0,300.0,4500.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.621479,0.0033225260061409256,5.640233464165371e-05,0.015513167640693687
blog_article,Rénovation totale,renovation,,,650.0,500.0,800.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-de-la-renovation-bureaux-tunis/,2026-04-05 09:41:15.479443,0.0008988409245458361,9.41296487832281e-05,0.002754494156527544
blog_article,Prix de la rénovation bureaux  Tunisie varie,renovation,,,900.0,300.0,1500.0,TND,m,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 300.0 – 1500.0 DT/m,https://www.sm-devis.tn/prix-de-la-renovation-bureaux-tunis/,2026-04-05 09:41:15.483350,0.0012450816504879917,5.640233464165371e-05,0.005168297248126544
blog_article,complète est compris,renovation,,,550.0,450.0,650.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 450.0 – 650.0 DT/unité,https://www.sm-devis.tn/prix-de-la-renovation-bureaux-tunis/,2026-04-05 09:41:15.483350,0.0007603446341689738,8.46978202478345e-05,0.002237250636899187
blog_article,Rénovation légère,renovation,,,80300.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-dune-renovation-appartement-tunis/,2026-04-05 09:41:19.844497,0.11121113620971662,,
blog_article,Rénovation complète,renovation,,,5001.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-dune-renovation-appartement-tunis/,2026-04-05 09:41:19.845966,0.006924814518843113,,
blog_article,De la rénovation légère à la réhabilitation,renovation,,,80.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,De la rénovation légère à la réhabilitation : de 80 à 1.200 dt,https://www.sm-devis.tn/prix-dune-renovation-appartement-tunis/,2026-04-05 09:41:19.848960,0.00010941206939772119,,
blog_article,Prix d’une rénovation appartement Tunis varie,renovation,,,640.0,80.0,1200.0,TND,m,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 80.0 – 1200.0 DT/m,https://www.sm-devis.tn/prix-dune-renovation-appartement-tunis/,2026-04-05 09:41:19.850950,0.0008849912955081499,1.4902289085921883e-05,0.00413381020886983
blog_article,Rénovation légère,renovation,,,190.0,80.0,300.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 80.0 – 300.0 DT/unité,https://www.sm-devis.tn/prix-dune-renovation-appartement-tunis/,2026-04-05 09:41:19.850950,0.0002617579888122697,1.4902289085921883e-05,0.0010303490910996873
blog_article,Rénovation basique,renovation,,,350.0,300.0,400.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-de-la-renovation-bureaux-tunis/,2026-04-05 09:41:15.479443,0.00048335205341524926,5.640233464165371e-05,0.0013751781041852588
blog_article,Rénovation lourde,renovation,,,1.1,1.0,1.2,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1.0 – 1.2 DT/unité,https://www.sm-devis.tn/prix-dune-renovation-appartement-tunis/,2026-04-05 09:41:19.850950,1.3849629037686237e-07,0.0,0.0
blog_article,Tableau électrique équipé,renovation,,,100700.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-installation-electrique-neuf-et-renovation-tunisie/,2026-04-05 09:41:35.720730,0.1394643794465965,,
blog_article,Cablage,renovation,,,70100.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-installation-electrique-neuf-et-renovation-tunisie/,2026-04-05 09:41:35.720730,0.09708451459127668,,
blog_article,Raccordement au compteur,renovation,,,10.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-installation-electrique-neuf-et-renovation-tunisie/,2026-04-05 09:41:35.720730,1.2464666133917603e-05,,
blog_article,Main d’oeuvre (Electricien),renovation,,,3545.0,,,TND,heure,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-installation-electrique-neuf-et-renovation-tunisie/,2026-04-05 09:41:35.720730,0.004908308530955998,,
blog_article,Installation Electrique complète d’une maison,renovation,,,10000.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-installation-electrique-neuf-et-renovation-tunisie/,2026-04-05 09:41:35.721836,0.013848244074782457,,
blog_article,Installation Electrique complète d’un studio,renovation,,,3500.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/prix-installation-electrique-neuf-et-renovation-tunisie/,2026-04-05 09:41:35.721836,0.00484598520028641,,
blog_article,Tableau électrique équipé,renovation,,,400.0,100.0,700.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 100.0 – 700.0 DT/unité,https://www.sm-devis.tn/prix-installation-electrique-neuf-et-renovation-tunisie/,2026-04-05 09:41:35.723865,0.0005526001986036804,1.8675020500079322e-05,0.0024096651434419728
blog_article,Main d’oeuvre (Electricien),renovation,,,40.0,35.0,45.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 35.0 – 45.0 DT/unité,https://www.sm-devis.tn/prix-installation-electrique-neuf-et-renovation-tunisie/,2026-04-05 09:41:35.723865,5.401355324697628e-05,6.413643404067646e-06,0.00015103510773148025
blog_article,les équivalences suivantes,renovation,,,7000.0,,,TND,unité,,,Tunis,SM Devis (source blog),True,"les équivalences suivantes
 :


7 000",https://www.sm-devis.tn/travaux-climatisation-entreprise-climatisation-tunisie/,2026-04-05 09:42:42.783767,0.00969335536347659,,
blog_article,Installation insert de cheminée,renovation,,,2000.0,,5000.0,TND,unité,,,Tunis,SM Devis (source blog),True,8000 dt,https://www.sm-devis.tn/guide-des-prix-cheminee-tunisie/,2026-04-05 09:40:48.783462,0.0027685408446334763,,0.017237312706121544
blog_article,Le prix de l’installation d’une VMC double flux s’élève,renovation,,,2750.0,1500.0,4000.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1500.0 – 4000.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-vmc-tunisie/,2026-04-05 09:41:02.568373,0.0038072630224599436,0.00028276621949110004,0.01378902257526583
blog_article,"Si les travaux de ventilation sont prévus pour une construction neuve, le prix de la VMC oscille",renovation,,,465.0,350.0,580.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 350.0 – 580.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-vmc-tunisie/,2026-04-05 09:41:02.568373,0.0006426227873486408,6.583416317704731e-05,0.001995870327739287
blog_article,Salle de bains (tarif à la prestation),renovation,,,6250.0,2500.0,10000.0,TND,unité,,,Tunis,SM Devis (source blog),True,,https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.621479,0.008654633185650122,0.00047140279019897195,0.03447876336040011
blog_article,Salle de bains (7 m²),renovation,,,6250.0,2500.0,10000.0,TND,m²,,,Tunis,SM Devis (source blog),True,Salle de bains (7 m²),https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.621479,0.008654633185650122,0.00047140279019897195,0.03447876336040011
blog_article,Prix Indicatif,renovation,,,150.0,100.0,200.0,TND,unité,,,Tunis,SM Devis (source blog),True,"Prix Indicatif :
 Entre 
100 à 200 dinars",https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.624474,0.00020635947266152475,1.8675020500079322e-05,0.000685520078014116
blog_article,Prix Indicatif,renovation,,,1500.0,1000.0,2000.0,TND,unité,,,Tunis,SM Devis (source blog),True,"Prix Indicatif :
 Entre 
1 000 à 2 000 dinars",https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.624474,0.002076059392749165,0.00018844793413716406,0.006892442313554401
blog_article,Prix Indicatif,renovation,,,75.0,50.0,100.0,TND,unité,,,Tunis,SM Devis (source blog),True,"Prix Indicatif :
 Entre 
50 à 100 dinars",https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.624474,0.00010248725487887806,9.243191964685726e-06,0.00034069106492854454
blog_article,Prix Indicatif,renovation,,,95.0,70.0,120.0,TND,unité,,,Tunis,SM Devis (source blog),True,"Prix Indicatif :
 Entre 
70 à 120 dinars",https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.624474,0.00013018651295425052,1.3015923378843163e-05,0.00040965686754565884
blog_article,Prix Indicatif,renovation,,,400.0,300.0,500.0,TND,unité,,,Tunis,SM Devis (source blog),True,"Prix Indicatif :
 Entre 
300 à 500 dinars",https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.624989,0.0005526001986036804,5.640233464165371e-05,0.0017200071172708302
blog_article,Prix Indicatif,renovation,,,650.0,500.0,800.0,TND,unité,,,Tunis,SM Devis (source blog),True,"Prix Indicatif :
 Entre 
500 à 800 dinars",https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.624989,0.0008988409245458361,9.41296487832281e-05,0.002754494156527544
blog_article,Le prix de l’installation d’une VMC simple flux est compris,renovation,,,600.0,300.0,900.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 300.0 – 900.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-vmc-tunisie/,2026-04-05 09:41:02.568373,0.0008295927793574049,5.640233464165371e-05,0.0030993231696131154
blog_article,Prix Indicatif,renovation,,,35.0,20.0,50.0,TND,unité,,,Tunis,SM Devis (source blog),True,"Prix Indicatif :
 Entre 
20 à 50 dinars",https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.624989,4.708873872813317e-05,3.5840948434495667e-06,0.00016827655838575883
blog_article,"pour des appartements, maison , villa se situe",renovation,,,1525.0,450.0,2600.0,TND,m,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 450.0 – 2600.0 DT/m,https://www.sm-devis.tn/guide-des-prix-renovation-tunisie/,2026-04-05 09:40:57.628006,0.002110683465343381,8.46978202478345e-05,0.00896141639206783
blog_article,Le coût d’une fosse septique en béton va varier,renovation,,,4150.0,1800.0,6500.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1800.0 – 6500.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-terrassement-prix-fosse-septique-beton-tunisie/,2026-04-05 09:40:59.292836,0.005746211087736015,0.00033935719070346163,0.022409747902405117
blog_article,"s sanitaires et les eaux provenant de la vaisselle et du ménage. La fosse toutes eaux est vidée régulièrement, tous les",renovation,,,4.5,4.0,5.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 4.0 – 5.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-terrassement-prix-fosse-septique-beton-tunisie/,2026-04-05 09:40:59.292836,4.847370163190179e-06,5.659097121236158e-07,1.3103502497251713e-05
blog_article,VMC simple flux autoréglable (pose comprise),renovation,,,420.0,,690.0,TND,unité,,,Tunis,SM Devis (source blog),True,960 dt,https://www.sm-devis.tn/guide-des-prix-vmc-tunisie/,2026-04-05 09:41:02.564277,0.0005802994566790528,,0.0023751822421334157
blog_article,VMC simple flux hygroréglable (pose comprise),renovation,,,600.0,,1140.0,TND,unité,,,Tunis,SM Devis (source blog),True,1680 dt,https://www.sm-devis.tn/guide-des-prix-vmc-tunisie/,2026-04-05 09:41:02.565381,0.0008295927793574049,,0.003926912801018487
blog_article,VMC double flux (pose comprise),renovation,,,4200.0,,7500.0,TND,unité,,,Tunis,SM Devis (source blog),True,10800 dt,https://www.sm-devis.tn/guide-des-prix-vmc-tunisie/,2026-04-05 09:41:02.565381,0.0058154592329244465,,0.025858038033260828
blog_article,Le prix d’une VMC simple flux hygroréglable se situe en moyenne,renovation,,,600.0,500.0,700.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 500.0 – 700.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-vmc-tunisie/,2026-04-05 09:41:02.568373,0.0008295927793574049,9.41296487832281e-05,0.0024096651434419728
blog_article,Le prix d’une VMC simple flux hygroréglable varie en moyenne,renovation,,,1300.0,1200.0,1400.0,TND,unité,,,Tunis,SM Devis (source blog),True,Fourchette estimée : 1200.0 – 1400.0 DT/unité,https://www.sm-devis.tn/guide-des-prix-vmc-tunisie/,2026-04-05 09:41:02.568373,0.0017990668119954407,0.00022617524827873845,0.004823468235040973
